Id,Timestamp,Elaboration,Emotion,MeetingHours,Platform,PrivateElaboration,Reactions,Selection,SlackMessageId,SlackOrgId,SlackTeamId,SlackUserId
168399c3363c4b76923811a087a9dd3e,1646317726.1332600000000000000000,"travel day! woke up pretty early, but am working a bit, then packing, then heading to the airport. :)",tired,null,slack,null,null,yellow,null,TQ3QD783A,U02SGN4NB9S&0,UQ3QMNZ4M
af24597d72634387a9714d75c28fd6f5,1646317726.1332600000000000000000,"travel day! woke up pretty early, but am working a bit, then packing, then heading to the airport. :)",tired,null,slack,null,null,yellow,null,TQ3QD783A,UQ5L65QKZ&1,UQ3QMNZ4M
41f17e356ecc4ceda747c8ba24947c28,1646324773.566410000000000000,,in_a_funk,null,slack,null,"{""UQ3QMNZ4M"":{""S"":"":heart:""},""U02EZK58CMQ"":{""S"":"":heart:""},""UQ5L65QKZ"":{""S"":"":heart:""}}",yellow,null,TQ3QD783A,UQ5L65QKZ&2,UQ6157D2S
406a9a0f9ead49c9b8cb7d292576f852,1646324773.566410000000000000,,in_a_funk,null,slack,null,"{""UQ3QMNZ4M"":{""S"":"":heart:""},""U02EZK58CMQ"":{""S"":"":heart:""},""UQ5L65QKZ"":{""S"":"":heart:""}}",yellow,null,TQ3QD783A,UQ5L65QKZ&1,UQ6157D2S
13d922de38d34b4e8ee26bf1e18df940,1646324773.566410000000000000,,in_a_funk,null,slack,null,"{""UQ3QMNZ4M"":{""S"":"":heart:""},""U02EZK58CMQ"":{""S"":"":heart:""},""UQ5L65QKZ"":{""S"":"":heart:""}}",yellow,null,TQ3QD783A,UQ3QMNZ4M&0,UQ6157D2S
6d03be9fe41444b49f7adbfec962a165,1646324773.566410000000000000,,in_a_funk,null,slack,null,"{""UQ3QMNZ4M"":{""S"":"":heart:""},""U02EZK58CMQ"":{""S"":"":heart:""},""UQ5L65QKZ"":{""S"":"":heart:""}}",yellow,null,TQ3QD783A,UQ5L65QKZ&0,UQ6157D2S
00914156236c4a9c98d93e011ad1c997,1646324773.566410000000000000,,in_a_funk,null,slack,null,"{""UQ3QMNZ4M"":{""S"":"":heart:""},""U02EZK58CMQ"":{""S"":"":heart:""},""UQ5L65QKZ"":{""S"":"":heart:""}}",yellow,null,TQ3QD783A,U02EZK58CMQ&0,UQ6157D2S
066a28a81ace4a978a380516ea38dc5a,1646324773.566410000000000000,,in_a_funk,null,slack,null,"{""UQ3QMNZ4M"":{""S"":"":heart:""},""U02EZK58CMQ"":{""S"":"":heart:""},""UQ5L65QKZ"":{""S"":"":heart:""}}",yellow,null,TQ3QD783A,UQ6157D2S&0,UQ6157D2S
2711f4d4e2364ea6b5c50898a1906ed5,1646342434.35872000000000000000,I have been fighting a bad headache all day :( I think I will take a break from my computer for a little to see if it goes away.,,null,slack,null,"{""UQ3QMNZ4M"":{""S"":"":cry:""},""U033XN5SL8J"":{""S"":"":cry:""},""UQ6157D2S"":{""S"":"":cry:""}}",yellow,null,TQ3QD783A,UQ3QMNZ4M&1,U02SGN4NB9S
176cf96e9e7448a8821305e913c27d9a,1646342434.35872000000000000000,I have been fighting a bad headache all day :( I think I will take a break from my computer for a little to see if it goes away.,,null,slack,null,"{""UQ3QMNZ4M"":{""S"":"":cry:""},""U033XN5SL8J"":{""S"":"":cry:""},""UQ6157D2S"":{""S"":"":cry:""}}",yellow,null,TQ3QD783A,UQ3QMNZ4M&0,U02SGN4NB9S
c4a93fdca5464ca7a1252e879309ba77,1646342434.35872000000000000000,I have been fighting a bad headache all day :( I think I will take a break from my computer for a little to see if it goes away.,,null,slack,null,"{""UQ3QMNZ4M"":{""S"":"":cry:""},""U033XN5SL8J"":{""S"":"":cry:""},""UQ6157D2S"":{""S"":"":cry:""}}",yellow,null,TQ3QD783A,U02SGN4NB9S&0,U02SGN4NB9S
3869baabe9674994be3fa239e29637d6,1646656122.2593200000000000000000,,,null,slack,null,null,yellow,null,TQ3QD783A,U02EZK58CMQ&0,U02EZK58CMQ
92fbb21977104ea3b1041086113a8b88,1646656122.2593200000000000000000,,,null,slack,null,null,yellow,null,TQ3QD783A,UQ3QMNZ4M&0,U02EZK58CMQ
8d826c9030fb42ef94ccb42067648b40,1646676985.758880000000000000000,"Our detached garage build is in the final stage, I'm guessing 4-6 weeks from being done. Which is awesome! But it requires me to be there to direct this or that (saved an excavator from hitting a septic line this morning, for example) so that's demanding a lot of mental cycles. Almost there!",chaotic,null,slack,null,null,yellow,null,TQ3QD783A,UQ5L65QKZ&2,U018ZAT6MR7
34c4328bdbc74a9a9a42eb16aa17612a,1646679655.793680000000000000000,"Life: Had an awesome weekend. Made a bunch of new friends, went on a party bus around SF for my friend's birthday party, and went to bachata last night again!
Work: Lots of things up in the air. Hiring for generalist roles is hard - I don't yet feel calibrated on being able to evaluate the strength of candidates.",chaotic,null,slack,null,"{""UQ3QMNZ4M"":{""S"":"":heart:""}}",yellow,null,TQ3QD783A,U02SGN4NB9S&0,UQ5L65QKZ
c261b7be27434813adfb186baf3ce030,1646679655.793680000000000000000,"Life: Had an awesome weekend. Made a bunch of new friends, went on a party bus around SF for my friend's birthday party, and went to bachata last night again!
Work: Lots of things up in the air. Hiring for generalist roles is hard - I don't yet feel calibrated on being able to evaluate the strength of candidates.",chaotic,null,slack,null,"{""UQ3QMNZ4M"":{""S"":"":heart:""}}",yellow,null,TQ3QD783A,UQ5L65QKZ&1,UQ5L65QKZ
f6a9bbf1db7f43b99d47c107c7bd049e,1646679655.793680000000000000000,"Life: Had an awesome weekend. Made a bunch of new friends, went on a party bus around SF for my friend's birthday party, and went to bachata last night again!
Work: Lots of things up in the air. Hiring for generalist roles is hard - I don't yet feel calibrated on being able to evaluate the strength of candidates.",chaotic,null,slack,null,"{""UQ3QMNZ4M"":{""S"":"":heart:""}}",yellow,null,TQ3QD783A,UQ5L65QKZ&0,UQ5L65QKZ
2d23e19bbcea4adab614a60ae7bfc005,1646679655.793680000000000000000,"Life: Had an awesome weekend. Made a bunch of new friends, went on a party bus around SF for my friend's birthday party, and went to bachata last night again!
Work: Lots of things up in the air. Hiring for generalist roles is hard - I don't yet feel calibrated on being able to evaluate the strength of candidates.",chaotic,null,slack,null,"{""UQ3QMNZ4M"":{""S"":"":heart:""}}",yellow,null,TQ3QD783A,UQ3QMNZ4M&0,UQ5L65QKZ
fc428405b30b411f973514124ddd2004,1646679655.793680000000000000000,"Life: Had an awesome weekend. Made a bunch of new friends, went on a party bus around SF for my friend's birthday party, and went to bachata last night again!
Work: Lots of things up in the air. Hiring for generalist roles is hard - I don't yet feel calibrated on being able to evaluate the strength of candidates.",chaotic,null,slack,null,"{""UQ3QMNZ4M"":{""S"":"":heart:""}}",yellow,null,TQ3QD783A,UQ6157D2S&0,UQ5L65QKZ
52a844c378fe48b79e30f19c78330199,1646679655.793680000000000000000,"Life: Had an awesome weekend. Made a bunch of new friends, went on a party bus around SF for my friend's birthday party, and went to bachata last night again!
Work: Lots of things up in the air. Hiring for generalist roles is hard - I don't yet feel calibrated on being able to evaluate the strength of candidates.",chaotic,null,slack,null,"{""UQ3QMNZ4M"":{""S"":"":heart:""}}",yellow,null,TQ3QD783A,UQ3QMNZ4M&1,UQ5L65QKZ
530729184a454e809a674471c873b43e,1646679655.793680000000000000000,"Life: Had an awesome weekend. Made a bunch of new friends, went on a party bus around SF for my friend's birthday party, and went to bachata last night again!
Work: Lots of things up in the air. Hiring for generalist roles is hard - I don't yet feel calibrated on being able to evaluate the strength of candidates.",chaotic,null,slack,null,"{""UQ3QMNZ4M"":{""S"":"":heart:""}}",yellow,null,TQ3QD783A,UQ5L65QKZ&2,UQ5L65QKZ
b7c7c33e95db48d3b720f3b4f49124e7,1646690388.162220000000000000,,,null,slack,null,null,yellow,null,TQ3QD783A,U01URC62FJL&0,UQ3QMNZ4M
f92fa411f1c34c1b92109e56e47c512a,1646690388.162220000000000000,,,null,slack,null,null,yellow,null,TQ3QD783A,U02SGN4NB9S&0,UQ3QMNZ4M
2b5bdf3b6fd54c5c9f276e6f4982eda3,1646690388.162220000000000000,,,null,slack,null,null,yellow,null,TQ3QD783A,UQ5L65QKZ&1,UQ3QMNZ4M
adc1b3929c6e4700bf79aca1ffe6d94d,1646690388.162220000000000000,,,null,slack,null,null,yellow,null,TQ3QD783A,UQ3QMNZ4M&1,UQ3QMNZ4M
8bfd639dd3a04c34bf8712e686977b22,1646690388.162220000000000000,,,null,slack,null,null,yellow,null,TQ3QD783A,UQ5L65QKZ&2,UQ3QMNZ4M
7f06acf52a3b4a59995a69e756489969,1646690388.162220000000000000,,,null,slack,null,null,yellow,null,TQ3QD783A,UQ3QMNZ4M&0,UQ3QMNZ4M
b11085c6e23849d69c7f13476664a977,1646690388.162220000000000000,,,null,slack,null,null,yellow,null,TQ3QD783A,UQ5L65QKZ&0,UQ3QMNZ4M
57ae995016ec451495b7ecf4beaca5ca,1646690389.9818900000000000000000,"ugh, nationwide internet outage happening right now. sitting outside right now grabbing some public wifi, kinda annoying",frustrated,null,slack,null,"{""UQ5L65QKZ"":{""S"":"":cry:""}}",yellow,null,TQ3QD783A,UQ5L65QKZ&1,UQ3QMNZ4M
ebdf77b4356a427bb0a7bb621bb2e84f,1646690389.9818900000000000000000,"ugh, nationwide internet outage happening right now. sitting outside right now grabbing some public wifi, kinda annoying",frustrated,null,slack,null,"{""UQ5L65QKZ"":{""S"":"":cry:""}}",yellow,null,TQ3QD783A,UQ5L65QKZ&0,UQ3QMNZ4M
b69b04960030424fbba19323ff300bd3,1646690389.9818900000000000000000,"ugh, nationwide internet outage happening right now. sitting outside right now grabbing some public wifi, kinda annoying",frustrated,null,slack,null,"{""UQ5L65QKZ"":{""S"":"":cry:""}}",yellow,null,TQ3QD783A,UQ5L65QKZ&2,UQ3QMNZ4M
f95e6fdab80246f78b9cabecb41f7ac5,1646690389.9818900000000000000000,"ugh, nationwide internet outage happening right now. sitting outside right now grabbing some public wifi, kinda annoying",frustrated,null,slack,null,"{""UQ5L65QKZ"":{""S"":"":cry:""}}",yellow,null,TQ3QD783A,U01URC62FJL&0,UQ3QMNZ4M
a661422c5fe34e8982dcf3ddbd7fd833,1646690389.9818900000000000000000,"ugh, nationwide internet outage happening right now. sitting outside right now grabbing some public wifi, kinda annoying",frustrated,null,slack,null,"{""UQ5L65QKZ"":{""S"":"":cry:""}}",yellow,null,TQ3QD783A,UQ3QMNZ4M&0,UQ3QMNZ4M
abe94f06fcfc499683053cc071f366d0,1646690389.9818900000000000000000,"ugh, nationwide internet outage happening right now. sitting outside right now grabbing some public wifi, kinda annoying",frustrated,null,slack,null,"{""UQ5L65QKZ"":{""S"":"":cry:""}}",yellow,null,TQ3QD783A,U02SGN4NB9S&0,UQ3QMNZ4M
6a1e4fe8723c4d6bb6030ea087ba96c1,1646690389.9818900000000000000000,"ugh, nationwide internet outage happening right now. sitting outside right now grabbing some public wifi, kinda annoying",frustrated,null,slack,null,"{""UQ5L65QKZ"":{""S"":"":cry:""}}",yellow,null,TQ3QD783A,UQ3QMNZ4M&1,UQ3QMNZ4M
d1c73fdc01b24926825ce65e7da011fb,1646747923.7186600000000000000000,,tired,null,slack,null,"{""UQ3QMNZ4M"":{""S"":"":cry:""},""U030JSMDTND"":{""S"":"":cry:""},""UQ6157D2S"":{""S"":"":cry:""}}",yellow,null,TQ3QD783A,UQ3QMNZ4M&0,U033XN5SL8J
225fb05be1c3471dafeb011fe8b37564,1646760986.8443800000000000000000,"Planning to spend this summer (June-Sept) in NY again, and figuring out housing is a huge hassle. Probably going to end up in a pretty expensive Airbnb :( Excited to leave for NY this Thursday though!!!",frustrated,null,slack,null,"{""UQ3QMNZ4M"":{""S"":"":cry:""},""U030JSMDTND"":{""S"":"":cry:""},""UQ6157D2S"":{""S"":"":sweat:""}}",yellow,null,TQ3QD783A,UQ3QMNZ4M&1,UQ5L65QKZ
caa6a85e273c4da2ae0babc2671bf425,1646760986.8443800000000000000000,"Planning to spend this summer (June-Sept) in NY again, and figuring out housing is a huge hassle. Probably going to end up in a pretty expensive Airbnb :( Excited to leave for NY this Thursday though!!!",frustrated,null,slack,null,"{""UQ3QMNZ4M"":{""S"":"":cry:""},""U030JSMDTND"":{""S"":"":cry:""},""UQ6157D2S"":{""S"":"":sweat:""}}",yellow,null,TQ3QD783A,U02SGN4NB9S&0,UQ5L65QKZ
7c59a4768c884704bd2b33e62a63b6d7,1646760986.8443800000000000000000,"Planning to spend this summer (June-Sept) in NY again, and figuring out housing is a huge hassle. Probably going to end up in a pretty expensive Airbnb :( Excited to leave for NY this Thursday though!!!",frustrated,null,slack,null,"{""UQ3QMNZ4M"":{""S"":"":cry:""},""U030JSMDTND"":{""S"":"":cry:""},""UQ6157D2S"":{""S"":"":sweat:""}}",yellow,null,TQ3QD783A,UQ5L65QKZ&1,UQ5L65QKZ
716b96699e7e4d998467cd00fb2798be,1646760986.8443800000000000000000,"Planning to spend this summer (June-Sept) in NY again, and figuring out housing is a huge hassle. Probably going to end up in a pretty expensive Airbnb :( Excited to leave for NY this Thursday though!!!",frustrated,null,slack,null,"{""UQ3QMNZ4M"":{""S"":"":cry:""},""U030JSMDTND"":{""S"":"":cry:""},""UQ6157D2S"":{""S"":"":sweat:""}}",yellow,null,TQ3QD783A,UQ5L65QKZ&2,UQ5L65QKZ
d3774e51588140f3a1f1af8c533acdaa,1646760986.8443800000000000000000,"Planning to spend this summer (June-Sept) in NY again, and figuring out housing is a huge hassle. Probably going to end up in a pretty expensive Airbnb :( Excited to leave for NY this Thursday though!!!",frustrated,null,slack,null,"{""UQ3QMNZ4M"":{""S"":"":cry:""},""U030JSMDTND"":{""S"":"":cry:""},""UQ6157D2S"":{""S"":"":sweat:""}}",yellow,null,TQ3QD783A,UQ5L65QKZ&0,UQ5L65QKZ
4360db77167c4110be8e04bd32c49303,1646760986.8443800000000000000000,"Planning to spend this summer (June-Sept) in NY again, and figuring out housing is a huge hassle. Probably going to end up in a pretty expensive Airbnb :( Excited to leave for NY this Thursday though!!!",frustrated,null,slack,null,"{""UQ3QMNZ4M"":{""S"":"":cry:""},""U030JSMDTND"":{""S"":"":cry:""},""UQ6157D2S"":{""S"":"":sweat:""}}",yellow,null,TQ3QD783A,UQ6157D2S&0,UQ5L65QKZ
db85aab6814247a9a7ba83fc15e31f30,1646760986.8443800000000000000000,"Planning to spend this summer (June-Sept) in NY again, and figuring out housing is a huge hassle. Probably going to end up in a pretty expensive Airbnb :( Excited to leave for NY this Thursday though!!!",frustrated,null,slack,null,"{""UQ3QMNZ4M"":{""S"":"":cry:""},""U030JSMDTND"":{""S"":"":cry:""},""UQ6157D2S"":{""S"":"":sweat:""}}",yellow,null,TQ3QD783A,UQ3QMNZ4M&0,UQ5L65QKZ
f56b61f8a72844a6bdab702eaa59ddd7,1646770494.6427600000000000000000,"Slack bugs are SO frustrating. Figured out that per-timezone isn't working because Slack ""doesn't guarantee that it sends"" — and it doesn't even notify us or crash when it doesn't send?! Spent like 2 hours figuring it out. Honestly have a love hate relationship with the Slack API :sweat_smile:",frustrated,null,slack,null,"{""U030JSMDTND"":{""S"":"":cry:""}}",yellow,null,TQ3QD783A,U01URC62FJL&0,UQ3QMNZ4M
f09f936317d34c6489bf430f72e30723,1646770494.6427600000000000000000,"Slack bugs are SO frustrating. Figured out that per-timezone isn't working because Slack ""doesn't guarantee that it sends"" — and it doesn't even notify us or crash when it doesn't send?! Spent like 2 hours figuring it out. Honestly have a love hate relationship with the Slack API :sweat_smile:",frustrated,null,slack,null,"{""U030JSMDTND"":{""S"":"":cry:""}}",yellow,null,TQ3QD783A,UQ3QMNZ4M&0,UQ3QMNZ4M
3a345734d5ff4c8c897b60edd830078a,1646770494.6427600000000000000000,"Slack bugs are SO frustrating. Figured out that per-timezone isn't working because Slack ""doesn't guarantee that it sends"" — and it doesn't even notify us or crash when it doesn't send?! Spent like 2 hours figuring it out. Honestly have a love hate relationship with the Slack API :sweat_smile:",frustrated,null,slack,null,"{""U030JSMDTND"":{""S"":"":cry:""}}",yellow,null,TQ3QD783A,UQ3QMNZ4M&1,UQ3QMNZ4M
2db5c6ea99064c499d5fbb8bad31dd41,1646770494.6427600000000000000000,"Slack bugs are SO frustrating. Figured out that per-timezone isn't working because Slack ""doesn't guarantee that it sends"" — and it doesn't even notify us or crash when it doesn't send?! Spent like 2 hours figuring it out. Honestly have a love hate relationship with the Slack API :sweat_smile:",frustrated,null,slack,null,"{""U030JSMDTND"":{""S"":"":cry:""}}",yellow,null,TQ3QD783A,UQ5L65QKZ&0,UQ3QMNZ4M
fa5578fe816e45878afaeb599ab8475d,1646770494.6427600000000000000000,"Slack bugs are SO frustrating. Figured out that per-timezone isn't working because Slack ""doesn't guarantee that it sends"" — and it doesn't even notify us or crash when it doesn't send?! Spent like 2 hours figuring it out. Honestly have a love hate relationship with the Slack API :sweat_smile:",frustrated,null,slack,null,"{""U030JSMDTND"":{""S"":"":cry:""}}",yellow,null,TQ3QD783A,UQ5L65QKZ&1,UQ3QMNZ4M
e352f915cd834880a0140af18fd47355,1646770494.6427600000000000000000,"Slack bugs are SO frustrating. Figured out that per-timezone isn't working because Slack ""doesn't guarantee that it sends"" — and it doesn't even notify us or crash when it doesn't send?! Spent like 2 hours figuring it out. Honestly have a love hate relationship with the Slack API :sweat_smile:",frustrated,null,slack,null,"{""U030JSMDTND"":{""S"":"":cry:""}}",yellow,null,TQ3QD783A,U02SGN4NB9S&0,UQ3QMNZ4M
0195a5784a8340a7b184e85fddd29e2b,1646770494.6427600000000000000000,"Slack bugs are SO frustrating. Figured out that per-timezone isn't working because Slack ""doesn't guarantee that it sends"" — and it doesn't even notify us or crash when it doesn't send?! Spent like 2 hours figuring it out. Honestly have a love hate relationship with the Slack API :sweat_smile:",frustrated,null,slack,null,"{""U030JSMDTND"":{""S"":"":cry:""}}",yellow,null,TQ3QD783A,UQ5L65QKZ&2,UQ3QMNZ4M
4aaef7eba9394a9a8d1ea47d85a809f7,1646770887.99811000000000,,,null,slack,null,null,yellow,null,TQ3QD783A,UQ3QMNZ4M&1,U022ZAGPHU1
ed5f56c7bcff45e1a851c4f1373ca4e0,1646770887.99811000000000,,,null,slack,null,null,yellow,null,TQ3QD783A,UQ3QMNZ4M&0,U022ZAGPHU1
5f005757556d4f44afdd9f5727399ac8,1646775108.6610500000000000000000,"I fucked up - misunderstanding with Greenhouse (which I thought had churned due to budget issues) which Corine and I are trying to rekindle now.
My gf got a great fully-remote offer from a super cool company (they build robot airplanes) so she no longer has to move to Wichita, KS. phew",frustrated,null,slack,null,"{""UQ3QMNZ4M"":{""S"":"":cry:""}}",yellow,null,TQ3QD783A,UQ6157D2S&0,UQ5L65QKZ
bd339380a95a428983056db4281ae4a4,1646775108.6610500000000000000000,"I fucked up - misunderstanding with Greenhouse (which I thought had churned due to budget issues) which Corine and I are trying to rekindle now.
My gf got a great fully-remote offer from a super cool company (they build robot airplanes) so she no longer has to move to Wichita, KS. phew",frustrated,null,slack,null,"{""UQ3QMNZ4M"":{""S"":"":cry:""}}",yellow,null,TQ3QD783A,UQ3QMNZ4M&0,UQ5L65QKZ
ab150e8b5e7145289770947ef6247607,1646775108.6610500000000000000000,"I fucked up - misunderstanding with Greenhouse (which I thought had churned due to budget issues) which Corine and I are trying to rekindle now.
My gf got a great fully-remote offer from a super cool company (they build robot airplanes) so she no longer has to move to Wichita, KS. phew",frustrated,null,slack,null,"{""UQ3QMNZ4M"":{""S"":"":cry:""}}",yellow,null,TQ3QD783A,U02SGN4NB9S&0,UQ5L65QKZ
247488ff4b1345008ba91c8cc5ab7aca,1646775108.6610500000000000000000,"I fucked up - misunderstanding with Greenhouse (which I thought had churned due to budget issues) which Corine and I are trying to rekindle now.
My gf got a great fully-remote offer from a super cool company (they build robot airplanes) so she no longer has to move to Wichita, KS. phew",frustrated,null,slack,null,"{""UQ3QMNZ4M"":{""S"":"":cry:""}}",yellow,null,TQ3QD783A,UQ5L65QKZ&0,UQ5L65QKZ
216e3f189e6040bd9e5b7e1c78dc476b,1646775108.6610500000000000000000,"I fucked up - misunderstanding with Greenhouse (which I thought had churned due to budget issues) which Corine and I are trying to rekindle now.
My gf got a great fully-remote offer from a super cool company (they build robot airplanes) so she no longer has to move to Wichita, KS. phew",frustrated,null,slack,null,"{""UQ3QMNZ4M"":{""S"":"":cry:""}}",yellow,null,TQ3QD783A,UQ3QMNZ4M&1,UQ5L65QKZ
a9e8229b6c3d400db5920f18f122bc32,1646775108.6610500000000000000000,"I fucked up - misunderstanding with Greenhouse (which I thought had churned due to budget issues) which Corine and I are trying to rekindle now.
My gf got a great fully-remote offer from a super cool company (they build robot airplanes) so she no longer has to move to Wichita, KS. phew",frustrated,null,slack,null,"{""UQ3QMNZ4M"":{""S"":"":cry:""}}",yellow,null,TQ3QD783A,UQ5L65QKZ&2,UQ5L65QKZ
eeadd130e2ab40e48e6c9399fc4b9fcd,1646775108.6610500000000000000000,"I fucked up - misunderstanding with Greenhouse (which I thought had churned due to budget issues) which Corine and I are trying to rekindle now.
My gf got a great fully-remote offer from a super cool company (they build robot airplanes) so she no longer has to move to Wichita, KS. phew",frustrated,null,slack,null,"{""UQ3QMNZ4M"":{""S"":"":cry:""}}",yellow,null,TQ3QD783A,UQ5L65QKZ&1,UQ5L65QKZ
51c9b347074c437099743fdd29f8d1e6,1646780660.322850000000000000000,,chaotic,null,slack,null,"{""UQ3QMNZ4M"":{""S"":"":heart:""},""UQ5L65QKZ"":{""S"":"":heart:""}}",yellow,null,TQ3QD783A,UQ5L65QKZ&0,UQ6157D2S
d1039060092f431fb99dece2d51e5cc1,1646780660.322850000000000000000,,chaotic,null,slack,null,"{""UQ3QMNZ4M"":{""S"":"":heart:""},""UQ5L65QKZ"":{""S"":"":heart:""}}",yellow,null,TQ3QD783A,U02EZK58CMQ&0,UQ6157D2S
cbe8c7d6648145d6a225f3d6b63d7c95,1646780660.322850000000000000000,,chaotic,null,slack,null,"{""UQ3QMNZ4M"":{""S"":"":heart:""},""UQ5L65QKZ"":{""S"":"":heart:""}}",yellow,null,TQ3QD783A,UQ5L65QKZ&1,UQ6157D2S
d305db2d90ba491b930ea731886918a8,1646780660.322850000000000000000,,chaotic,null,slack,null,"{""UQ3QMNZ4M"":{""S"":"":heart:""},""UQ5L65QKZ"":{""S"":"":heart:""}}",yellow,null,TQ3QD783A,UQ3QMNZ4M&0,UQ6157D2S
fbd3568d61cb44ecb964148a56d871bc,1646780660.322850000000000000000,,chaotic,null,slack,null,"{""UQ3QMNZ4M"":{""S"":"":heart:""},""UQ5L65QKZ"":{""S"":"":heart:""}}",yellow,null,TQ3QD783A,UQ6157D2S&0,UQ6157D2S
5b4780f3716243c1abcdca415b1940f2,1646780660.322850000000000000000,,chaotic,null,slack,null,"{""UQ3QMNZ4M"":{""S"":"":heart:""},""UQ5L65QKZ"":{""S"":"":heart:""}}",yellow,null,TQ3QD783A,UQ5L65QKZ&2,UQ6157D2S
b5b387310f2c4e658b558bba25937ff6,1646781309.9473700000000000000000,null,in_a_funk,null,slack,null,null,yellow,null,TQ3QD783A,U02SGN4NB9S&0,UQ3QMNZ4M
b30e99b99e3b487596c90a1317813afd,1646781309.9473700000000000000000,null,in_a_funk,null,slack,null,null,yellow,null,TQ3QD783A,UQ5L65QKZ&0,UQ3QMNZ4M
c39f4579cb074f08aec97be58ce85236,1646781309.9473700000000000000000,null,in_a_funk,null,slack,null,null,yellow,null,TQ3QD783A,UQ5L65QKZ&1,UQ3QMNZ4M
3dd43eff909843008958a02f9256a458,1646781309.9473700000000000000000,null,in_a_funk,null,slack,null,null,yellow,null,TQ3QD783A,U01URC62FJL&0,UQ3QMNZ4M
f47eec532f7043f892f4f0a09ce88341,1646781309.9473700000000000000000,null,in_a_funk,null,slack,null,null,yellow,null,TQ3QD783A,UQ3QMNZ4M&0,UQ3QMNZ4M
77cd5e07aaf247f18a42c8705a25c3f6,1646781309.9473700000000000000000,null,in_a_funk,null,slack,null,null,yellow,null,TQ3QD783A,UQ3QMNZ4M&1,UQ3QMNZ4M
9e4da27933c34435ba23c5542464a6f4,1646781309.9473700000000000000000,null,in_a_funk,null,slack,null,null,yellow,null,TQ3QD783A,UQ5L65QKZ&2,UQ3QMNZ4M
a9f5fb773cd44580bbd501fb968baf3d,1646834618.4175500000000000000000,"A little lime — tired, but woke up super early and am ready to get shit done!",tired,null,slack,null,null,yellow,null,TQ3QD783A,UQ3QMNZ4M&0,UQ3QMNZ4M
31bb9021229e4054ad50d52693ba567a,1646834618.4175500000000000000000,"A little lime — tired, but woke up super early and am ready to get shit done!",tired,null,slack,null,null,yellow,null,TQ3QD783A,UQ5L65QKZ&0,UQ3QMNZ4M
d2e5b568d68f4f82b5a8b5a508f8c758,1646834618.4175500000000000000000,"A little lime — tired, but woke up super early and am ready to get shit done!",tired,null,slack,null,null,yellow,null,TQ3QD783A,UQ5L65QKZ&2,UQ3QMNZ4M
dc6e404ca44344cca4b2e2014db0e031,1646834618.4175500000000000000000,"A little lime — tired, but woke up super early and am ready to get shit done!",tired,null,slack,null,null,yellow,null,TQ3QD783A,U02SGN4NB9S&0,UQ3QMNZ4M
81ecadfa541148738b050a4a3cd15c26,1646834618.4175500000000000000000,"A little lime — tired, but woke up super early and am ready to get shit done!",tired,null,slack,null,null,yellow,null,TQ3QD783A,UQ3QMNZ4M&1,UQ3QMNZ4M
92d40bcffb8741c0a84ccda4a2317d4a,1646834618.4175500000000000000000,"A little lime — tired, but woke up super early and am ready to get shit done!",tired,null,slack,null,null,yellow,null,TQ3QD783A,U01URC62FJL&0,UQ3QMNZ4M
67274a202a3f4938adbc8b24c5c2c7f8,1646834618.4175500000000000000000,"A little lime — tired, but woke up super early and am ready to get shit done!",tired,null,slack,null,null,yellow,null,TQ3QD783A,UQ5L65QKZ&1,UQ3QMNZ4M
2bfc9cd2f0404dabbcbaa6a706d4e4b7,1646834951.934380000000000000000,,nothing_out_of_the_ordinary,null,slack,null,null,yellow,null,TQ3QD783A,U02EZK58CMQ&0,U02EZK58CMQ
e1eb5ea21ce84f9babafb11b47afcc3c,1646834951.934380000000000000000,,nothing_out_of_the_ordinary,null,slack,null,null,yellow,null,TQ3QD783A,UQ3QMNZ4M&0,U02EZK58CMQ
a067d46ce5504307b90c0302d9bcd399,1646857841.9077600000000000000000,,tired,null,slack,null,null,yellow,null,TQ3QD783A,UQ3QMNZ4M&0,U030JSMDTND
e59ba67386c84f4d84d41da549b298ad,1646929176.843510000000000000000,need to take a covid test tonight so that I can re-enter the country tomorrow and make it to the wedding. I'm always unreasonably anxious whenever I take a covid test. doesn't help that I didn't get high quality sleep last night either,anxious,null,slack,null,"{""U02EZK58CMQ"":{""S"":"":heart:""},""UQ5L65QKZ"":{""S"":"":heart:""},""U033XN5SL8J"":{""S"":"":heart:""},""U02SGN4NB9S"":{""S"":"":heart:""}}",yellow,null,TQ3QD783A,U01URC62FJL&0,UQ3QMNZ4M
b3cccc622abd4022b6419c4cc4a4eedd,1646929176.843510000000000000000,need to take a covid test tonight so that I can re-enter the country tomorrow and make it to the wedding. I'm always unreasonably anxious whenever I take a covid test. doesn't help that I didn't get high quality sleep last night either,anxious,null,slack,null,"{""U02EZK58CMQ"":{""S"":"":heart:""},""UQ5L65QKZ"":{""S"":"":heart:""},""U033XN5SL8J"":{""S"":"":heart:""},""U02SGN4NB9S"":{""S"":"":heart:""}}",yellow,null,TQ3QD783A,UQ5L65QKZ&1,UQ3QMNZ4M
